kmer_2_AA,kmer_2_AC,kmer_2_AG,kmer_2_AT,kmer_2_CA,kmer_2_CC,kmer_2_CG,kmer_2_CT,kmer_2_GA,kmer_2_GC,kmer_2_GG,kmer_2_GT,kmer_2_TA,kmer_2_TC,kmer_2_TG,kmer_2_TT,kmer_3_AAA,kmer_3_AAC,kmer_3_AAG,kmer_3_AAT,kmer_3_ACA,kmer_3_ACC,kmer_3_ACG,kmer_3_ACT,kmer_3_AGA,kmer_3_AGC,kmer_3_AGG,kmer_3_AGT,kmer_3_ATA,kmer_3_ATC,kmer_3_ATG,kmer_3_ATT,kmer_3_CAA,kmer_3_CAC,kmer_3_CAG,kmer_3_CAT,kmer_3_CCA,kmer_3_CCC,kmer_3_CCG,kmer_3_CCT,kmer_3_CGA,kmer_3_CGC,kmer_3_CGG,kmer_3_CGT,kmer_3_CTA,kmer_3_CTC,kmer_3_CTG,kmer_3_CTT,kmer_3_GAA,kmer_3_GAC,kmer_3_GAG,kmer_3_GAT,kmer_3_GCA,kmer_3_GCC,kmer_3_GCG,kmer_3_GCT,kmer_3_GGA,kmer_3_GGC,kmer_3_GGG,kmer_3_GGT,kmer_3_GTA,kmer_3_GTC,kmer_3_GTG,kmer_3_GTT,kmer_3_TAA,kmer_3_TAC,kmer_3_TAG,kmer_3_TAT,kmer_3_TCA,kmer_3_TCC,kmer_3_TCG,kmer_3_TCT,kmer_3_TGA,kmer_3_TGC,kmer_3_TGG,kmer_3_TGT,kmer_3_TTA,kmer_3_TTC,kmer_3_TTG,kmer_3_TTT,DCC_Twist.Tilt.lag.1,DCC_Twist.Tilt.lag.2,DCC_Tilt.Twist.lag.1,DCC_Tilt.Twist.lag.2,DACC_Twist.lag1,DACC_Twist.lag2,DACC_Tilt.lag1,DACC_Tilt.lag2,DACC_Twist.Tilt.lag.1,DACC_Twist.Tilt.lag.2,DACC_Tilt.Twist.lag.1,DACC_Tilt.Twist.lag.2,TCC_Dnase I.Nucleosome.lag.1,TCC_Dnase I.Nucleosome.lag.2,TCC_Nucleosome.Dnase I.lag.1,TCC_Nucleosome.Dnase I.lag.2,TACC_Dnase I.lag1,TACC_Dnase I.lag2,TACC_Nucleosome.lag1,TACC_Nucleosome.lag2,TACC_Dnase I.Nucleosome.lag.1,TACC_Dnase I.Nucleosome.lag.2,TACC_Nucleosome.Dnase I.lag.1,TACC_Nucleosome.Dnase I.lag.2,PseDNC_Xc1.AA,PseDNC_Xc1.AC,PseDNC_Xc1.AG,PseDNC_Xc1.AT,PseDNC_Xc1.CA,PseDNC_Xc1.CC,PseDNC_Xc1.CG,PseDNC_Xc1.CT,PseDNC_Xc1.GA,PseDNC_Xc1.GC,PseDNC_Xc1.GG,PseDNC_Xc1.GT,PseDNC_Xc1.TA,PseDNC_Xc1.TC,PseDNC_Xc1.TG,PseDNC_Xc1.TT,PseDNC_Xc2.lambda.1,PseDNC_Xc2.lambda.2,PseDNC_Xc2.lambda.3,PseKNC_3_Xc1.AAA,PseKNC_3_Xc1.AAC,PseKNC_3_Xc1.AAG,PseKNC_3_Xc1.AAT,PseKNC_3_Xc1.ACA,PseKNC_3_Xc1.ACC,PseKNC_3_Xc1.ACG,PseKNC_3_Xc1.ACT,PseKNC_3_Xc1.AGA,PseKNC_3_Xc1.AGC,PseKNC_3_Xc1.AGG,PseKNC_3_Xc1.AGT,PseKNC_3_Xc1.ATA,PseKNC_3_Xc1.ATC,PseKNC_3_Xc1.ATG,PseKNC_3_Xc1.ATT,PseKNC_3_Xc1.CAA,PseKNC_3_Xc1.CAC,PseKNC_3_Xc1.CAG,PseKNC_3_Xc1.CAT,PseKNC_3_Xc1.CCA,PseKNC_3_Xc1.CCC,PseKNC_3_Xc1.CCG,PseKNC_3_Xc1.CCT,PseKNC_3_Xc1.CGA,PseKNC_3_Xc1.CGC,PseKNC_3_Xc1.CGG,PseKNC_3_Xc1.CGT,PseKNC_3_Xc1.CTA,PseKNC_3_Xc1.CTC,PseKNC_3_Xc1.CTG,PseKNC_3_Xc1.CTT,PseKNC_3_Xc1.GAA,PseKNC_3_Xc1.GAC,PseKNC_3_Xc1.GAG,PseKNC_3_Xc1.GAT,PseKNC_3_Xc1.GCA,PseKNC_3_Xc1.GCC,PseKNC_3_Xc1.GCG,PseKNC_3_Xc1.GCT,PseKNC_3_Xc1.GGA,PseKNC_3_Xc1.GGC,PseKNC_3_Xc1.GGG,PseKNC_3_Xc1.GGT,PseKNC_3_Xc1.GTA,PseKNC_3_Xc1.GTC,PseKNC_3_Xc1.GTG,PseKNC_3_Xc1.GTT,PseKNC_3_Xc1.TAA,PseKNC_3_Xc1.TAC,PseKNC_3_Xc1.TAG,PseKNC_3_Xc1.TAT,PseKNC_3_Xc1.TCA,PseKNC_3_Xc1.TCC,PseKNC_3_Xc1.TCG,PseKNC_3_Xc1.TCT,PseKNC_3_Xc1.TGA,PseKNC_3_Xc1.TGC,PseKNC_3_Xc1.TGG,PseKNC_3_Xc1.TGT,PseKNC_3_Xc1.TTA,PseKNC_3_Xc1.TTC,PseKNC_3_Xc1.TTG,PseKNC_3_Xc1.TTT,PseKNC_3_Xc2.lambda.1,PseKNC_3_Xc2.lambda.2,PseKNC_3_Xc2.lambda.3,PseKNC_5_Xc1.AAA,PseKNC_5_Xc1.AAC,PseKNC_5_Xc1.AAG,PseKNC_5_Xc1.AAT,PseKNC_5_Xc1.ACA,PseKNC_5_Xc1.ACC,PseKNC_5_Xc1.ACG,PseKNC_5_Xc1.ACT,PseKNC_5_Xc1.AGA,PseKNC_5_Xc1.AGC,PseKNC_5_Xc1.AGG,PseKNC_5_Xc1.AGT,PseKNC_5_Xc1.ATA,PseKNC_5_Xc1.ATC,PseKNC_5_Xc1.ATG,PseKNC_5_Xc1.ATT,PseKNC_5_Xc1.CAA,PseKNC_5_Xc1.CAC,PseKNC_5_Xc1.CAG,PseKNC_5_Xc1.CAT,PseKNC_5_Xc1.CCA,PseKNC_5_Xc1.CCC,PseKNC_5_Xc1.CCG,PseKNC_5_Xc1.CCT,PseKNC_5_Xc1.CGA,PseKNC_5_Xc1.CGC,PseKNC_5_Xc1.CGG,PseKNC_5_Xc1.CGT,PseKNC_5_Xc1.CTA,PseKNC_5_Xc1.CTC,PseKNC_5_Xc1.CTG,PseKNC_5_Xc1.CTT,PseKNC_5_Xc1.GAA,PseKNC_5_Xc1.GAC,PseKNC_5_Xc1.GAG,PseKNC_5_Xc1.GAT,PseKNC_5_Xc1.GCA,PseKNC_5_Xc1.GCC,PseKNC_5_Xc1.GCG,PseKNC_5_Xc1.GCT,PseKNC_5_Xc1.GGA,PseKNC_5_Xc1.GGC,PseKNC_5_Xc1.GGG,PseKNC_5_Xc1.GGT,PseKNC_5_Xc1.GTA,PseKNC_5_Xc1.GTC,PseKNC_5_Xc1.GTG,PseKNC_5_Xc1.GTT,PseKNC_5_Xc1.TAA,PseKNC_5_Xc1.TAC,PseKNC_5_Xc1.TAG,PseKNC_5_Xc1.TAT,PseKNC_5_Xc1.TCA,PseKNC_5_Xc1.TCC,PseKNC_5_Xc1.TCG,PseKNC_5_Xc1.TCT,PseKNC_5_Xc1.TGA,PseKNC_5_Xc1.TGC,PseKNC_5_Xc1.TGG,PseKNC_5_Xc1.TGT,PseKNC_5_Xc1.TTA,PseKNC_5_Xc1.TTC,PseKNC_5_Xc1.TTG,PseKNC_5_Xc1.TTT,PseKNC_5_Xc2.lambda.1,PseKNC_5_Xc2.lambda.2,PseKNC_5_Xc2.lambda.3,PseKNC_5_Xc2.lambda.4,PseKNC_5_Xc2.lambda.5,C3s,A3s,G3s,CAI,CBI,Fop,Nc,GC3s,GC,L_sym,L_aa,Gravy,Aromo,X
HL41_08525,51,20,39,35,21,23,5,27,35,12,32,35,38,21,38,59,22,7,15,6,7,9,1,3,15,5,12,7,11,7,11,6,5,3,5,8,5,4,1,13,1,0,1,3,6,4,5,12,11,4,11,9,2,4,2,4,8,4,7,13,6,3,10,16,13,6,8,11,7,6,1,7,11,3,12,12,15,7,12,25,-0.258,0.013,-0.232,-0.001,-0.349,0.026,-0.157,-0.007,-0.258,0.013,-0.232,-0.001,-0.088,-0.048,-0.021,-0.069,0.235,0.065,0.533,0.124,-0.088,-0.048,-0.021,-0.069,0.083,0.032,0.063,0.057,0.034,0.037,0.008,0.044,0.057,0.019,0.052,0.057,0.062,0.034,0.062,0.096,0.079,0.063,0.062,0.012,0.004,0.008,0.003,0.004,0.005,0.001,0.002,0.008,0.003,0.006,0.004,0.006,0.004,0.006,0.003,0.003,0.002,0.003,0.004,0.003,0.002,0.001,0.007,0.001,0,0.001,0.002,0.003,0.002,0.003,0.006,0.006,0.002,0.006,0.005,0.001,0.002,0.001,0.002,0.004,0.002,0.004,0.007,0.003,0.002,0.005,0.009,0.007,0.003,0.004,0.006,0.004,0.003,0.001,0.004,0.006,0.002,0.006,0.006,0.008,0.004,0.006,0.013,0.287,0.23,0.222,0.008,0.003,0.005,0.002,0.003,0.003,0,0.001,0.005,0.002,0.004,0.003,0.004,0.003,0.004,0.002,0.002,0.001,0.002,0.003,0.002,0.001,0,0.005,0,0,0,0.001,0.002,0.001,0.002,0.004,0.004,0.001,0.004,0.003,0.001,0.001,0.001,0.001,0.003,0.001,0.003,0.005,0.002,0.001,0.004,0.006,0.005,0.002,0.003,0.004,0.003,0.002,0,0.003,0.004,0.001,0.004,0.004,0.005,0.003,0.004,0.009,0.193,0.155,0.149,0.167,0.159,0.187,0.3333,0.2804,0.229,-0.058,0.378,44.78,0.34,0.389,156,163,0.12454,0.09816,NA
HL41_08530,212,74,170,117,76,77,28,87,151,64,114,80,133,53,98,163,84,31,71,26,14,31,14,15,66,23,56,24,43,23,35,16,18,6,29,23,18,16,5,38,13,3,8,4,18,9,18,42,64,18,36,33,20,20,4,20,36,18,26,34,19,11,15,35,46,19,34,34,24,10,5,14,36,20,24,18,53,10,30,70,-0.215,0.002,-0.187,-0.003,-0.278,0.007,-0.13,-0.039,-0.215,0.002,-0.187,-0.003,-0.137,-0.05,-0.167,-0.084,0.192,0.049,0.526,0.111,-0.137,-0.05,-0.167,-0.084,0.1,0.035,0.08,0.055,0.036,0.036,0.013,0.041,0.071,0.03,0.054,0.038,0.063,0.025,0.046,0.077,0.076,0.064,0.063,0.013,0.005,0.011,0.004,0.002,0.005,0.002,0.002,0.01,0.004,0.009,0.004,0.007,0.004,0.005,0.002,0.003,0.001,0.004,0.004,0.003,0.002,0.001,0.006,0.002,0,0.001,0.001,0.003,0.001,0.003,0.006,0.01,0.003,0.006,0.005,0.003,0.003,0.001,0.003,0.006,0.003,0.004,0.005,0.003,0.002,0.002,0.005,0.007,0.003,0.005,0.005,0.004,0.002,0.001,0.002,0.006,0.003,0.004,0.003,0.008,0.002,0.005,0.011,0.279,0.233,0.227,0.009,0.003,0.007,0.003,0.001,0.003,0.001,0.002,0.007,0.002,0.006,0.003,0.004,0.002,0.004,0.002,0.002,0.001,0.003,0.002,0.002,0.002,0.001,0.004,0.001,0,0.001,0,0.002,0.001,0.002,0.004,0.007,0.002,0.004,0.003,0.002,0.002,0,0.002,0.004,0.002,0.003,0.004,0.002,0.001,0.002,0.004,0.005,0.002,0.004,0.004,0.003,0.001,0.001,0.001,0.004,0.002,0.003,0.002,0.006,0.001,0.003,0.007,0.189,0.158,0.153,0.163,0.16,0.2009,0.4368,0.2216,0.174,-0.112,0.353,42.54,0.313,0.399,546,565,-0.293806,0.090265,NA
HL41_08535,156,76,116,128,81,85,31,130,100,65,96,91,139,101,109,295,64,26,37,28,21,22,15,18,37,22,36,21,27,37,26,38,23,12,23,23,18,21,4,42,12,1,10,8,24,15,22,69,31,13,35,21,12,20,6,27,23,21,20,32,19,13,18,41,38,25,21,55,30,22,6,43,28,21,30,30,69,36,43,147,-0.208,-0.001,-0.247,-0.003,-0.301,-0.003,-0.149,-0.008,-0.208,-0.001,-0.247,-0.003,-0.023,0.017,-0.02,-0.07,0.277,0.085,0.659,0.238,-0.023,0.017,-0.02,-0.07,0.069,0.034,0.051,0.057,0.036,0.038,0.014,0.058,0.044,0.029,0.043,0.04,0.062,0.045,0.048,0.131,0.077,0.063,0.063,0.009,0.004,0.005,0.004,0.003,0.003,0.002,0.003,0.005,0.003,0.005,0.003,0.004,0.005,0.004,0.005,0.003,0.002,0.003,0.003,0.003,0.003,0.001,0.006,0.002,0,0.001,0.001,0.003,0.002,0.003,0.01,0.004,0.002,0.005,0.003,0.002,0.003,0.001,0.004,0.003,0.003,0.003,0.005,0.003,0.002,0.003,0.006,0.005,0.004,0.003,0.008,0.004,0.003,0.001,0.006,0.004,0.003,0.004,0.004,0.01,0.005,0.006,0.021,0.282,0.229,0.229,0.006,0.003,0.004,0.003,0.002,0.002,0.001,0.002,0.004,0.002,0.004,0.002,0.003,0.004,0.003,0.004,0.002,0.001,0.002,0.002,0.002,0.002,0,0.004,0.001,0,0.001,0.001,0.002,0.001,0.002,0.007,0.003,0.001,0.003,0.002,0.001,0.002,0.001,0.003,0.002,0.002,0.002,0.003,0.002,0.001,0.002,0.004,0.004,0.002,0.002,0.005,0.003,0.002,0.001,0.004,0.003,0.002,0.003,0.003,0.007,0.004,0.004,0.014,0.191,0.156,0.155,0.162,0.158,0.2198,0.3239,0.201,0.183,-0.056,0.367,45.44,0.329,0.378,575,599,0.603339,0.148581,NA
HL41_08540,312,138,161,199,134,131,39,183,145,81,144,138,219,137,164,347,132,68,66,45,44,43,15,36,59,31,44,27,60,39,56,44,48,18,33,35,35,27,12,57,12,4,12,11,35,29,45,74,60,18,25,42,17,25,9,30,39,17,38,50,36,19,16,67,72,34,37,76,38,36,3,60,35,29,50,50,88,50,47,162,-0.254,0.02,-0.242,0.027,-0.324,0.032,-0.159,0.005,-0.254,0.02,-0.242,0.027,-0.092,-0.028,-0.123,-0.109,0.253,0.107,0.566,0.171,-0.092,-0.028,-0.123,-0.109,0.092,0.041,0.048,0.059,0.04,0.039,0.012,0.054,0.043,0.024,0.043,0.041,0.065,0.041,0.049,0.103,0.079,0.064,0.066,0.013,0.006,0.006,0.004,0.004,0.004,0.001,0.003,0.006,0.003,0.004,0.003,0.006,0.004,0.005,0.004,0.005,0.002,0.003,0.003,0.003,0.003,0.001,0.005,0.001,0,0.001,0.001,0.003,0.003,0.004,0.007,0.006,0.002,0.002,0.004,0.002,0.002,0.001,0.003,0.004,0.002,0.004,0.005,0.003,0.002,0.002,0.006,0.007,0.003,0.004,0.007,0.004,0.003,0,0.006,0.003,0.003,0.005,0.005,0.008,0.005,0.004,0.015,0.284,0.228,0.233,0.009,0.004,0.004,0.003,0.003,0.003,0.001,0.002,0.004,0.002,0.003,0.002,0.004,0.003,0.004,0.003,0.003,0.001,0.002,0.002,0.002,0.002,0.001,0.004,0.001,0,0.001,0.001,0.002,0.002,0.003,0.005,0.004,0.001,0.002,0.003,0.001,0.002,0.001,0.002,0.003,0.001,0.002,0.003,0.002,0.001,0.001,0.004,0.005,0.002,0.002,0.005,0.002,0.002,0,0.004,0.002,0.002,0.003,0.003,0.006,0.003,0.003,0.011,0.195,0.157,0.16,0.159,0.155,0.2137,0.4295,0.1444,0.201,-0.042,0.389,44.94,0.275,0.373,854,890,-0.026742,0.148315,NA
HL41_08545,100,47,51,77,42,51,12,96,33,34,41,44,100,69,48,198,48,20,19,13,10,19,4,14,12,11,15,13,23,24,11,19,12,4,11,15,7,13,2,29,3,1,4,4,19,11,13,53,17,2,6,7,11,8,1,14,14,9,7,11,10,7,1,26,23,21,15,41,14,11,5,39,4,13,15,16,48,27,23,100,-0.17,-0.057,-0.287,0.007,-0.285,-0.016,-0.139,-0.047,-0.17,-0.057,-0.287,0.007,0.066,0.118,0.035,0.011,0.456,0.137,0.64,0.215,0.066,0.118,0.035,0.011,0.076,0.036,0.039,0.058,0.032,0.039,0.009,0.073,0.025,0.026,0.031,0.033,0.076,0.052,0.036,0.15,0.078,0.066,0.065,0.012,0.005,0.005,0.003,0.002,0.005,0.001,0.003,0.003,0.003,0.004,0.003,0.006,0.006,0.003,0.005,0.003,0.001,0.003,0.004,0.002,0.003,0,0.007,0.001,0,0.001,0.001,0.005,0.003,0.003,0.013,0.004,0,0.001,0.002,0.003,0.002,0,0.003,0.003,0.002,0.002,0.003,0.002,0.002,0,0.006,0.006,0.005,0.004,0.01,0.003,0.003,0.001,0.01,0.001,0.003,0.004,0.004,0.012,0.007,0.006,0.024,0.28,0.234,0.231,0.008,0.003,0.003,0.002,0.002,0.003,0.001,0.002,0.002,0.002,0.003,0.002,0.004,0.004,0.002,0.003,0.002,0.001,0.002,0.003,0.001,0.002,0,0.005,0.001,0,0.001,0.001,0.003,0.002,0.002,0.009,0.003,0,0.001,0.001,0.002,0.001,0,0.002,0.002,0.002,0.001,0.002,0.002,0.001,0,0.004,0.004,0.004,0.003,0.007,0.002,0.002,0.001,0.007,0.001,0.002,0.003,0.003,0.008,0.005,0.004,0.017,0.19,0.16,0.157,0.157,0.163,0.2162,0.3611,0.2018,0.18,-0.035,0.369,43.09,0.322,0.338,339,347,0.756196,0.190202,NA
HL41_08550,64,26,40,31,20,10,7,24,37,14,28,18,40,11,22,39,30,12,15,6,8,7,5,6,17,6,12,5,13,7,6,5,4,4,7,5,5,0,1,4,2,0,2,3,7,1,7,9,15,5,7,10,5,2,0,7,11,4,6,7,6,1,5,6,15,5,11,9,2,1,1,7,7,4,8,3,14,2,4,19,-0.299,0.034,-0.224,0.053,-0.35,0.049,-0.174,-0.018,-0.299,0.034,-0.224,0.053,-0.152,-0.002,-0.248,-0.222,0.26,0.144,0.556,0.123,-0.152,-0.002,-0.248,-0.222,0.117,0.048,0.073,0.057,0.037,0.018,0.013,0.044,0.068,0.026,0.051,0.033,0.073,0.02,0.04,0.071,0.08,0.066,0.066,0.018,0.007,0.009,0.004,0.005,0.004,0.003,0.004,0.01,0.004,0.007,0.003,0.008,0.004,0.004,0.003,0.002,0.002,0.004,0.003,0.003,0,0.001,0.002,0.001,0,0.001,0.002,0.004,0.001,0.004,0.005,0.009,0.003,0.004,0.006,0.003,0.001,0,0.004,0.006,0.002,0.004,0.004,0.004,0.001,0.003,0.004,0.009,0.003,0.006,0.005,0.001,0.001,0.001,0.004,0.004,0.002,0.005,0.002,0.008,0.001,0.002,0.011,0.284,0.233,0.231,0.012,0.005,0.006,0.002,0.003,0.003,0.002,0.002,0.007,0.002,0.005,0.002,0.005,0.003,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0,0,0.002,0.001,0,0.001,0.001,0.003,0,0.003,0.004,0.006,0.002,0.003,0.004,0.002,0.001,0,0.003,0.004,0.002,0.002,0.003,0.002,0,0.002,0.002,0.006,0.002,0.004,0.004,0.001,0,0,0.003,0.003,0.002,0.003,0.001,0.006,0.001,0.002,0.008,0.191,0.156,0.155,0.16,0.167,0.1682,0.5259,0.2157,0.187,0.028,0.429,44.92,0.286,0.368,140,143,-0.018881,0.062937,NA
HL41_08555,147,63,126,93,60,64,32,63,126,37,94,70,96,55,75,103,55,20,49,22,13,27,17,6,58,14,36,18,27,24,27,15,20,5,20,15,15,11,8,30,10,3,10,9,8,11,18,26,46,20,29,31,9,15,1,12,34,10,22,28,23,7,13,27,26,18,28,24,23,11,6,15,24,10,26,15,38,13,17,35,-0.251,-0.037,-0.211,0.014,-0.323,-0.002,-0.15,-0.053,-0.251,-0.037,-0.211,0.014,-0.169,-0.074,-0.168,-0.101,0.139,0.06,0.447,0.112,-0.169,-0.074,-0.168,-0.101,0.09,0.038,0.077,0.057,0.037,0.039,0.02,0.038,0.077,0.023,0.057,0.043,0.059,0.034,0.046,0.063,0.077,0.064,0.062,0.011,0.004,0.01,0.004,0.003,0.005,0.003,0.001,0.012,0.003,0.007,0.004,0.005,0.005,0.005,0.003,0.004,0.001,0.004,0.003,0.003,0.002,0.002,0.006,0.002,0.001,0.002,0.002,0.002,0.002,0.004,0.005,0.009,0.004,0.006,0.006,0.002,0.003,0,0.002,0.007,0.002,0.004,0.006,0.005,0.001,0.003,0.005,0.005,0.004,0.006,0.005,0.005,0.002,0.001,0.003,0.005,0.002,0.005,0.003,0.008,0.003,0.003,0.007,0.28,0.233,0.226,0.008,0.003,0.007,0.003,0.002,0.004,0.002,0.001,0.008,0.002,0.005,0.002,0.004,0.003,0.004,0.002,0.003,0.001,0.003,0.002,0.002,0.002,0.001,0.004,0.001,0,0.001,0.001,0.001,0.002,0.002,0.004,0.006,0.003,0.004,0.004,0.001,0.002,0,0.002,0.005,0.001,0.003,0.004,0.003,0.001,0.002,0.004,0.004,0.002,0.004,0.003,0.003,0.002,0.001,0.002,0.003,0.001,0.004,0.002,0.005,0.002,0.002,0.005,0.192,0.16,0.155,0.157,0.157,0.2056,0.4133,0.2452,0.185,-0.043,0.39,42.83,0.342,0.419,415,434,-0.312442,0.082949,NA
HL41_08560,74,19,31,32,22,10,1,24,27,14,20,19,33,14,28,51,39,13,14,7,8,5,1,5,12,6,8,5,6,4,9,13,10,1,5,6,3,1,0,6,0,0,1,0,8,3,4,9,16,3,3,5,6,3,0,5,5,4,2,9,10,3,3,3,9,2,9,13,5,1,0,8,10,4,9,5,9,4,12,26,-0.28,0.017,-0.187,0.023,-0.294,0.055,-0.157,-0.053,-0.28,0.017,-0.187,0.023,-0.234,-0.127,-0.205,-0.209,0.369,0.126,0.657,0.157,-0.234,-0.127,-0.205,-0.209,0.14,0.036,0.059,0.061,0.042,0.019,0.002,0.045,0.051,0.027,0.038,0.036,0.063,0.027,0.053,0.097,0.076,0.065,0.065,0.024,0.008,0.009,0.004,0.005,0.003,0.001,0.003,0.007,0.004,0.005,0.003,0.004,0.002,0.006,0.008,0.006,0.001,0.003,0.004,0.002,0.001,0,0.004,0,0,0.001,0,0.005,0.002,0.002,0.006,0.01,0.002,0.002,0.003,0.004,0.002,0,0.003,0.003,0.002,0.001,0.006,0.006,0.002,0.002,0.002,0.006,0.001,0.006,0.008,0.003,0.001,0,0.005,0.006,0.002,0.006,0.003,0.006,0.002,0.007,0.016,0.275,0.232,0.235,0.017,0.006,0.006,0.003,0.003,0.002,0,0.002,0.005,0.003,0.003,0.002,0.003,0.002,0.004,0.006,0.004,0,0.002,0.003,0.001,0,0,0.003,0,0,0,0,0.003,0.001,0.002,0.004,0.007,0.001,0.001,0.002,0.003,0.001,0,0.002,0.002,0.002,0.001,0.004,0.004,0.001,0.001,0.001,0.004,0.001,0.004,0.006,0.002,0,0,0.003,0.004,0.002,0.004,0.002,0.004,0.002,0.005,0.011,0.189,0.158,0.16,0.158,0.157,0.2255,0.5,0.163,0.257,0,0.416,41,0.277,0.329,137,139,0.092806,0.115108,NA
HL41_08565,163,77,127,75,51,55,24,76,121,37,83,72,108,37,78,117,67,25,53,17,16,28,11,22,59,17,34,17,22,15,22,16,17,11,15,8,12,9,6,28,4,4,6,10,18,9,17,32,49,23,25,24,11,11,0,15,33,5,21,24,27,4,18,23,30,18,34,26,12,7,7,11,25,11,22,20,41,9,21,46,-0.257,-0.02,-0.229,0.038,-0.33,0.023,-0.153,-0.032,-0.257,-0.02,-0.229,0.038,-0.126,-0.042,-0.171,-0.143,0.231,0.11,0.483,0.114,-0.126,-0.042,-0.171,-0.143,0.1,0.047,0.078,0.046,0.031,0.034,0.015,0.047,0.074,0.023,0.051,0.044,0.066,0.023,0.048,0.072,0.077,0.064,0.062,0.013,0.005,0.011,0.003,0.003,0.006,0.002,0.004,0.012,0.003,0.007,0.003,0.004,0.003,0.004,0.003,0.003,0.002,0.003,0.002,0.002,0.002,0.001,0.006,0.001,0.001,0.001,0.002,0.004,0.002,0.003,0.006,0.01,0.005,0.005,0.005,0.002,0.002,0,0.003,0.007,0.001,0.004,0.005,0.005,0.001,0.004,0.005,0.006,0.004,0.007,0.005,0.002,0.001,0.001,0.002,0.005,0.002,0.004,0.004,0.008,0.002,0.004,0.009,0.283,0.231,0.226,0.009,0.003,0.007,0.002,0.002,0.004,0.001,0.003,0.008,0.002,0.005,0.002,0.003,0.002,0.003,0.002,0.002,0.001,0.002,0.001,0.002,0.001,0.001,0.004,0.001,0.001,0.001,0.001,0.002,0.001,0.002,0.004,0.007,0.003,0.003,0.003,0.001,0.001,0,0.002,0.004,0.001,0.003,0.003,0.004,0.001,0.002,0.003,0.004,0.002,0.005,0.004,0.002,0.001,0.001,0.001,0.003,0.001,0.003,0.003,0.006,0.001,0.003,0.006,0.191,0.157,0.152,0.159,0.164,0.1928,0.4781,0.224,0.168,-0.066,0.364,45.79,0.321,0.4,420,433,-0.194688,0.083141,NA
HL41_08570,213,80,177,139,82,72,30,125,151,57,131,101,163,100,102,208,90,26,67,29,27,23,13,17,68,25,63,21,40,35,34,30,24,7,29,22,16,16,3,37,7,2,10,11,23,19,25,58,55,20,39,37,13,10,5,29,41,19,27,44,32,10,17,42,44,27,42,50,26,23,9,42,35,11,31,25,68,36,26,78,-0.239,0.024,-0.224,0.018,-0.322,0.038,-0.139,-0.013,-0.239,0.024,-0.224,0.018,-0.127,-0.049,-0.162,-0.147,0.171,0.077,0.498,0.151,-0.127,-0.049,-0.162,-0.147,0.088,0.033,0.073,0.057,0.034,0.03,0.012,0.052,0.062,0.023,0.054,0.042,0.067,0.041,0.042,0.086,0.077,0.063,0.064,0.012,0.004,0.009,0.004,0.004,0.003,0.002,0.002,0.009,0.003,0.008,0.003,0.005,0.005,0.005,0.004,0.003,0.001,0.004,0.003,0.002,0.002,0,0.005,0.001,0,0.001,0.001,0.003,0.003,0.003,0.008,0.007,0.003,0.005,0.005,0.002,0.001,0.001,0.004,0.006,0.003,0.004,0.006,0.004,0.001,0.002,0.006,0.006,0.004,0.006,0.007,0.004,0.003,0.001,0.006,0.005,0.001,0.004,0.003,0.009,0.005,0.004,0.011,0.282,0.229,0.229,0.008,0.002,0.006,0.003,0.002,0.002,0.001,0.002,0.006,0.002,0.006,0.002,0.004,0.003,0.003,0.003,0.002,0.001,0.003,0.002,0.001,0.001,0,0.003,0.001,0,0.001,0.001,0.002,0.002,0.002,0.005,0.005,0.002,0.004,0.003,0.001,0.001,0,0.003,0.004,0.002,0.002,0.004,0.003,0.001,0.002,0.004,0.004,0.002,0.004,0.005,0.002,0.002,0.001,0.004,0.003,0.001,0.003,0.002,0.006,0.003,0.002,0.007,0.193,0.157,0.157,0.158,0.157,0.1745,0.4266,0.2,0.183,-0.06,0.372,43.14,0.285,0.388,629,643,-0.047123,0.088647,NA
